rec_id,city,budget,purpose,focus,car_id,car_name,brand_name,energy_type,price,category,range,power,rank,match_score
770,成都,20-30万,家用,"动力,舒适性,续航,性价比",5,海豹,比亚迪,纯电动,229800,轿车,550.0,230.0,2,8.43
771,成都,20-30万,家用,"动力,舒适性,续航,性价比",18,坦克300,长城,燃油,254800,SUV,0,167.0,3,8.13
772,成都,20-30万,家用,"动力,舒适性,续航,性价比",24,星途揽月,奇瑞,燃油,208900,SUV,0,192.0,4,7.45
773,成都,20-30万,家用,"动力,舒适性,续航,性价比",35,L6,理想,增程,299800,SUV,130.0,85.0,5,7.17
774,成都,20-30万,家用,"动力,舒适性,续航,性价比",36,G6,小鹏,纯电动,236900,SUV,580.0,218.0,6,6.51
775,成都,20-30万,家用,"动力,舒适性,续航,性价比",38,P7i,小鹏,纯电动,256900,轿车,706.0,203.0,7,6.13
776,成都,20-30万,家用,"动力,舒适性,续航,性价比",41,M5,问界,增程,294800,SUV,200.0,142.0,8,5.39
777,成都,20-30万,商务,"舒适性,性价比,空间,价格",3,汉EV,比亚迪,纯电动,274800,轿车,605.0,180.0,1,8.89
778,成都,20-30万,商务,"舒适性,性价比,空间,价格",5,海豹,比亚迪,纯电动,229800,轿车,550.0,230.0,2,8.56
779,成都,20-30万,商务,"舒适性,性价比,空间,价格",38,P7i,小鹏,纯电动,256900,轿车,706.0,203.0,3,7.86
780,成都,20-30万,商务,"舒适性,性价比,空间,价格",47,007,极氪,纯电动,264000,轿车,688.0,229.0,4,7.58
781,成都,20-30万,商务,"舒适性,性价比,空间,价格",66,SU7,小米,纯电动,257900,轿车,700.0,220.0,5,7.1
782,成都,20-30万,商务,"舒适性,性价比,空间,价格",76,凯美瑞,丰田,燃油,208300,轿车,0,152.0,6,6.59
783,成都,20-30万,商务,"舒适性,性价比,空间,价格",80,亚洲龙,丰田,油电混动,239800,轿车,0,131.0,7,6.16
784,成都,20-30万,商务,"舒适性,性价比,空间,价格",81,雅阁,本田,油电混动,209800,轿车,0,143.0,8,5.69
785,成都,20-30万,长途,"续航,空间,性价比,价格",69,YU7,小米,纯电动,289900,SUV,830.0,320.0,1,9.08
786,成都,20-30万,长途,"续航,空间,性价比,价格",38,P7i,小鹏,纯电动,256900,轿车,706.0,203.0,2,8.42
787,成都,20-30万,长途,"续航,空间,性价比,价格",66,SU7,小米,纯电动,257900,轿车,700.0,220.0,3,8.1
788,成都,20-30万,长途,"续航,空间,性价比,价格",47,007,极氪,纯电动,264000,轿车,688.0,229.0,4,7.42
789,成都,20-30万,长途,"续航,空间,性价比,价格",48,X,极氪,纯电动,219000,SUV,670.0,200.0,5,6.88
790,成都,20-30万,长途,"续航,空间,性价比,价格",49,X YOU,极氪,纯电动,264000,SUV,670.0,200.0,6,6.56
791,成都,20-30万,长途,"续航,空间,性价比,价格",42,M5 EV,问界,纯电动,279800,SUV,620.0,165.0,7,6.18
792,成都,20-30万,长途,"续航,空间,性价比,价格",3,汉EV,比亚迪,纯电动,274800,轿车,605.0,180.0,8,5.38
793,成都,20-30万,越野,"价格,性价比,动力,品牌",18,坦克300,长城,燃油,254800,SUV,0,167.0,1,8.88
794,成都,20-30万,越野,"价格,性价比,动力,品牌",24,星途揽月,奇瑞,燃油,208900,SUV,0,192.0,2,8.63
795,成都,20-30万,越野,"价格,性价比,动力,品牌",35,L6,理想,增程,299800,SUV,130.0,85.0,3,8.07
796,成都,20-30万,越野,"价格,性价比,动力,品牌",36,G6,小鹏,纯电动,236900,SUV,580.0,218.0,4,7.33
797,成都,20-30万,越野,"价格,性价比,动力,品牌",41,M5,问界,增程,294800,SUV,200.0,142.0,5,6.98
798,成都,20-30万,越野,"价格,性价比,动力,品牌",42,M5 EV,问界,纯电动,279800,SUV,620.0,165.0,6,6.35
799,成都,20-30万,越野,"价格,性价比,动力,品牌",48,X,极氪,纯电动,219000,SUV,670.0,200.0,7,6.18
800,成都,20-30万,越野,"价格,性价比,动力,品牌",49,X YOU,极氪,纯电动,264000,SUV,670.0,200.0,8,5.56
801,成都,30万以上,通勤,"价格,舒适性,智能化,动力",10,极氪001,吉利,纯电动,319000,轿车,741.0,310.0,1,8.94
802,成都,30万以上,通勤,"价格,舒适性,智能化,动力",19,坦克500,长城,油电混动,365000,SUV,0,180.0,2,8.45
803,成都,30万以上,通勤,"价格,舒适性,智能化,动力",26,ET5,蔚来,纯电动,323300,轿车,550.0,300.0,3,7.92
804,成都,30万以上,通勤,"价格,舒适性,智能化,动力",27,ET7,蔚来,纯电动,497000,轿车,675.0,360.0,4,7.55
805,成都,30万以上,通勤,"价格,舒适性,智能化,动力",28,ES6,蔚来,纯电动,402000,SUV,625.0,400.0,5,7.17
806,成都,30万以上,通勤,"价格,舒适性,智能化,动力",29,ES8,蔚来,纯电动,587000,SUV,580.0,400.0,6,6.55
807,成都,30万以上,通勤,"价格,舒适性,智能化,动力",30,全新蔚来ES6,蔚来,纯电动,402000,SUV,625.0,400.0,7,6.04
808,成都,30万以上,通勤,"价格,舒适性,智能化,动力",31,L7,理想,增程,349800,SUV,210.0,110.0,8,5.57
809,成都,30万以上,家用,"价格,空间,动力,舒适性",10,极氪001,吉利,纯电动,319000,轿车,741.0,310.0,1,8.81
810,成都,30万以上,家用,"价格,空间,动力,舒适性",19,坦克500,长城,油电混动,365000,SUV,0,180.0,2,8.58
811,成都,30万以上,家用,"价格,空间,动力,舒适性",26,ET5,蔚来,纯电动,323300,轿车,550.0,300.0,3,8.14
812,成都,30万以上,家用,"价格,空间,动力,舒适性",27,ET7,蔚来,纯电动,497000,轿车,675.0,360.0,4,7.45
813,成都,30万以上,家用,"价格,空间,动力,舒适性",28,ES6,蔚来,纯电动,402000,SUV,625.0,400.0,5,7.02
814,成都,30万以上,家用,"价格,空间,动力,舒适性",29,ES8,蔚来,纯电动,587000,SUV,580.0,400.0,6,6.34
815,成都,30万以上,家用,"价格,空间,动力,舒适性",30,全新蔚来ES6,蔚来,纯电动,402000,SUV,625.0,400.0,7,6.08
816,成都,30万以上,家用,"价格,空间,动力,舒适性",31,L7,理想,增程,349800,SUV,210.0,110.0,8,5.55
817,成都,30万以上,商务,"舒适性,性价比,空间,价格",10,极氪001,吉利,纯电动,319000,轿车,741.0,310.0,1,8.95
818,成都,30万以上,商务,"舒适性,性价比,空间,价格",26,ET5,蔚来,纯电动,323300,轿车,550.0,300.0,2,8.69
819,成都,30万以上,商务,"舒适性,性价比,空间,价格",27,ET7,蔚来,纯电动,497000,轿车,675.0,360.0,3,8.1
820,成都,30万以上,商务,"舒适性,性价比,空间,价格",34,MEGA,理想,纯电动,579800,MPV,700.0,230.0,4,7.33
821,成都,30万以上,商务,"舒适性,性价比,空间,价格",39,X9,小鹏,纯电动,389900,MPV,702.0,230.0,5,6.9
822,成都,30万以上,商务,"舒适性,性价比,空间,价格",44,M8,问界,增程,379800,MPV,200.0,140.0,6,6.34
823,成都,30万以上,商务,"舒适性,性价比,空间,价格",46,001,极氪,纯电动,319000,轿车,741.0,310.0,7,5.9
824,成都,30万以上,商务,"舒适性,性价比,空间,价格",50,001 FR,极氪,纯电动,789000,轿车,550.0,1247.0,8,5.63
825,成都,30万以上,长途,"续航,空间,品牌,动力",70,YU7 Pro,小米,纯电动,364900,SUV,830.0,320.0,1,8.9
826,成都,30万以上,长途,"续航,空间,品牌,动力",10,极氪001,吉利,纯电动,319000,轿车,741.0,310.0,2,8.69
827,成都,30万以上,长途,"续航,空间,品牌,动力",46,001,极氪,纯电动,319000,轿车,741.0,310.0,3,7.81
828,成都,30万以上,长途,"续航,空间,品牌,动力",128,Model S,特斯拉,纯电动,853900,轿车,715.0,371.0,4,7.42
829,成都,30万以上,长途,"续航,空间,品牌,动力",37,G9,小鹏,纯电动,389900,SUV,702.0,316.0,5,7.11
830,成都,30万以上,长途,"续航,空间,品牌,动力",39,X9,小鹏,纯电动,389900,MPV,702.0,230.0,6,6.64
831,成都,30万以上,长途,"续航,空间,品牌,动力",34,MEGA,理想,纯电动,579800,MPV,700.0,230.0,7,5.89
832,成都,30万以上,长途,"续航,空间,品牌,动力",67,SU7 Max,小米,纯电动,334900,轿车,700.0,425.0,8,5.46
833,成都,30万以上,越野,"价格,舒适性,续航,智能化",19,坦克500,长城,油电混动,365000,SUV,0,180.0,1,9.15
834,成都,30万以上,越野,"价格,舒适性,续航,智能化",28,ES6,蔚来,纯电动,402000,SUV,625.0,400.0,2,8.61
835,成都,30万以上,越野,"价格,舒适性,续航,智能化",29,ES8,蔚来,纯电动,587000,SUV,580.0,400.0,3,8.17
836,成都,30万以上,越野,"价格,舒适性,续航,智能化",30,全新蔚来ES6,蔚来,纯电动,402000,SUV,625.0,400.0,4,7.48
837,成都,30万以上,越野,"价格,舒适性,续航,智能化",31,L7,理想,增程,349800,SUV,210.0,110.0,5,7.0
838,成都,30万以上,越野,"价格,舒适性,续航,智能化",32,L8,理想,增程,369800,SUV,210.0,110.0,6,6.49
839,成都,30万以上,越野,"价格,舒适性,续航,智能化",33,L9,理想,增程,444800,SUV,210.0,110.0,7,6.08
840,成都,30万以上,越野,"价格,舒适性,续航,智能化",37,G9,小鹏,纯电动,389900,SUV,702.0,316.0,8,5.46
841,重庆,5-10万,通勤,"价格,动力,智能化,性价比",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,1,9.08
842,重庆,5-10万,通勤,"价格,动力,智能化,性价比",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,2,8.5
843,重庆,5-10万,通勤,"价格,动力,智能化,性价比",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,3,8.16
844,重庆,5-10万,通勤,"价格,动力,智能化,性价比",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,4,7.42
845,重庆,5-10万,家用,"动力,价格,性价比,智能化",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,1,8.93
846,重庆,5-10万,家用,"动力,价格,性价比,智能化",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,2,8.34
847,重庆,5-10万,家用,"动力,价格,性价比,智能化",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,3,7.86
848,重庆,5-10万,家用,"动力,价格,性价比,智能化",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,4,7.63
849,重庆,5-10万,商务,"空间,性价比,品牌,续航",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,1,8.8
850,重庆,5-10万,商务,"空间,性价比,品牌,续航",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,2,8.61
851,重庆,5-10万,商务,"空间,性价比,品牌,续航",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,3,8.12
852,重庆,5-10万,商务,"空间,性价比,品牌,续航",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,4,7.66
853,重庆,5-10万,长途,"品牌,价格,动力,续航",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,1,8.89
854,重庆,5-10万,长途,"品牌,价格,动力,续航",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,2,8.65
855,重庆,5-10万,长途,"品牌,价格,动力,续航",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,3,8.03
856,重庆,5-10万,长途,"品牌,价格,动力,续航",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,4,7.5
857,重庆,5-10万,越野,"性价比,品牌,舒适性,价格",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,1,8.84
858,重庆,5-10万,越野,"性价比,品牌,舒适性,价格",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,2,8.36
859,重庆,5-10万,越野,"性价比,品牌,舒适性,价格",61,S,哪吒,纯电动,79800,轿车,318.0,70.0,3,8.1
860,重庆,5-10万,越野,"性价比,品牌,舒适性,价格",64,AYA,哪吒,纯电动,74800,轿车,318.0,70.0,4,7.68
861,重庆,10-20万,通勤,"价格,空间,品牌,动力",1,秦PLUS,比亚迪,插电混动,139800,轿车,120.0,132.0,1,9.12
862,重庆,10-20万,通勤,"价格,空间,品牌,动力",2,秦PLUS EV,比亚迪,纯电动,134800,轿车,510.0,135.0,2,8.47
863,重庆,10-20万,通勤,"价格,空间,品牌,动力",4,宋PLUS DM-i,比亚迪,插电混动,174800,SUV,110.0,145.0,3,8.08
864,重庆,10-20万,通勤,"价格,空间,品牌,动力",6,星瑞,吉利,燃油,131700,轿车,0,140.0,4,7.66
865,重庆,10-20万,通勤,"价格,空间,品牌,动力",7,博越L,吉利,燃油,148200,SUV,0,160.0,5,6.95
866,重庆,10-20万,通勤,"价格,空间,品牌,动力",8,帝豪L Hi·P,吉利,插电混动,160800,轿车,100.0,135.0,6,6.52
867,重庆,10-20万,通勤,"价格,空间,品牌,动力",9,银河L7,吉利,插电混动,162200,SUV,115.0,120.0,7,5.97
868,重庆,10-20万,通勤,"价格,空间,品牌,动力",11,UNI-V,长安,燃油,124400,轿车,0,138.0,8,5.31
869,重庆,10-20万,家用,"品牌,智能化,舒适性,空间",1,秦PLUS,比亚迪,插电混动,139800,轿车,120.0,132.0,1,8.83
870,重庆,10-20万,家用,"品牌,智能化,舒适性,空间",2,秦PLUS EV,比亚迪,纯电动,134800,轿车,510.0,135.0,2,8.33
871,重庆,10-20万,家用,"品牌,智能化,舒适性,空间",4,宋PLUS DM-i,比亚迪,插电混动,174800,SUV,110.0,145.0,3,8.15
872,重庆,10-20万,家用,"品牌,智能化,舒适性,空间",6,星瑞,吉利,燃油,131700,轿车,0,140.0,4,7.57
873,重庆,10-20万,家用,"品牌,智能化,舒适性,空间",7,博越L,吉利,燃油,148200,SUV,0,160.0,5,6.99
874,重庆,10-20万,家用,"品牌,智能化,舒适性,空间",8,帝豪L Hi·P,吉利,插电混动,160800,轿车,100.0,135.0,6,6.5
875,重庆,10-20万,家用,"品牌,智能化,舒适性,空间",9,银河L7,吉利,插电混动,162200,SUV,115.0,120.0,7,5.9
876,重庆,10-20万,家用,"品牌,智能化,舒适性,空间",11,UNI-V,长安,燃油,124400,轿车,0,138.0,8,5.67
877,重庆,10-20万,商务,"动力,价格,品牌,续航",1,秦PLUS,比亚迪,插电混动,139800,轿车,120.0,132.0,1,8.83
878,重庆,10-20万,商务,"动力,价格,品牌,续航",2,秦PLUS EV,比亚迪,纯电动,134800,轿车,510.0,135.0,2,8.37
879,重庆,10-20万,商务,"动力,价格,品牌,续航",6,星瑞,吉利,燃油,131700,轿车,0,140.0,3,7.88
880,重庆,10-20万,商务,"动力,价格,品牌,续航",8,帝豪L Hi·P,吉利,插电混动,160800,轿车,100.0,135.0,4,7.56
881,重庆,10-20万,商务,"动力,价格,品牌,续航",11,UNI-V,长安,燃油,124400,轿车,0,138.0,5,7.02
882,重庆,10-20万,商务,"动力,价格,品牌,续航",13,深蓝SL03,长安,纯电动,169400,轿车,570.0,190.0,6,6.52
883,重庆,10-20万,商务,"动力,价格,品牌,续航",20,欧拉好猫,长城,纯电动,134800,轿车,401.0,105.0,7,5.99
884,重庆,10-20万,商务,"动力,价格,品牌,续航",21,艾瑞泽8,奇瑞,燃油,122900,轿车,0,156.0,8,5.69
885,重庆,10-20万,长途,"动力,智能化,空间,价格",56,C01,零跑,纯电动,179800,轿车,717.0,200.0,1,9.02
886,重庆,10-20万,长途,"动力,智能化,空间,价格",57,C11,零跑,纯电动,189800,SUV,650.0,200.0,2,8.39
887,重庆,10-20万,长途,"动力,智能化,空间,价格",63,GT,哪吒,纯电动,179800,轿车,580.0,170.0,3,7.86
888,重庆,10-20万,长途,"动力,智能化,空间,价格",13,深蓝SL03,长安,纯电动,169400,轿车,570.0,190.0,4,7.35
889,重庆,10-20万,长途,"动力,智能化,空间,价格",60,C10,零跑,纯电动,148800,SUV,520.0,160.0,5,7.08
890,重庆,10-20万,长途,"动力,智能化,空间,价格",40,Mona M03,小鹏,纯电动,154800,轿车,515.0,170.0,6,6.3
891,重庆,10-20万,长途,"动力,智能化,空间,价格",2,秦PLUS EV,比亚迪,纯电动,134800,轿车,510.0,135.0,7,5.82
892,重庆,10-20万,长途,"动力,智能化,空间,价格",59,S01,零跑,纯电动,129800,跑车,510.0,170.0,8,5.62
893,重庆,10-20万,越野,"续航,智能化,舒适性,动力",4,宋PLUS DM-i,比亚迪,插电混动,174800,SUV,110.0,145.0,1,9.03
894,重庆,10-20万,越野,"续航,智能化,舒适性,动力",7,博越L,吉利,燃油,148200,SUV,0,160.0,2,8.3
895,重庆,10-20万,越野,"续航,智能化,舒适性,动力",9,银河L7,吉利,插电混动,162200,SUV,115.0,120.0,3,8.15
896,重庆,10-20万,越野,"续航,智能化,舒适性,动力",12,UNI-K,长安,燃油,167400,SUV,0,233.0,4,7.35
897,重庆,10-20万,越野,"续航,智能化,舒适性,动力",14,深蓝S7,长安,增程,183900,SUV,200.0,160.0,5,7.17
898,重庆,10-20万,越野,"续航,智能化,舒适性,动力",16,哈弗H6,长城,燃油,129350,SUV,0,135.0,6,6.64
899,重庆,10-20万,越野,"续航,智能化,舒适性,动力",17,哈弗枭龙MAX,长城,插电混动,159800,SUV,81.0,150.0,7,6.12
900,重庆,10-20万,越野,"续航,智能化,舒适性,动力",22,瑞虎8 PRO,奇瑞,燃油,156400,SUV,0,187.0,8,5.38
901,重庆,20-30万,通勤,"性价比,空间,品牌,续航",3,汉EV,比亚迪,纯电动,274800,轿车,605.0,180.0,1,8.84
902,重庆,20-30万,通勤,"性价比,空间,品牌,续航",5,海豹,比亚迪,纯电动,229800,轿车,550.0,230.0,2,8.46
903,重庆,20-30万,通勤,"性价比,空间,品牌,续航",18,坦克300,长城,燃油,254800,SUV,0,167.0,3,8.05
904,重庆,20-30万,通勤,"性价比,空间,品牌,续航",24,星途揽月,奇瑞,燃油,208900,SUV,0,192.0,4,7.52
905,重庆,20-30万,通勤,"性价比,空间,品牌,续航",35,L6,理想,增程,299800,SUV,130.0,85.0,5,7.12
906,重庆,20-30万,通勤,"性价比,空间,品牌,续航",36,G6,小鹏,纯电动,236900,SUV,580.0,218.0,6,6.36
907,重庆,20-30万,通勤,"性价比,空间,品牌,续航",38,P7i,小鹏,纯电动,256900,轿车,706.0,203.0,7,5.85
908,重庆,20-30万,通勤,"性价比,空间,品牌,续航",41,M5,问界,增程,294800,SUV,200.0,142.0,8,5.5
909,重庆,20-30万,家用,"续航,空间,智能化,价格",3,汉EV,比亚迪,纯电动,274800,轿车,605.0,180.0,1,9.03
910,重庆,20-30万,家用,"续航,空间,智能化,价格",5,海豹,比亚迪,纯电动,229800,轿车,550.0,230.0,2,8.4
911,重庆,20-30万,家用,"续航,空间,智能化,价格",18,坦克300,长城,燃油,254800,SUV,0,167.0,3,8.1
912,重庆,20-30万,家用,"续航,空间,智能化,价格",24,星途揽月,奇瑞,燃油,208900,SUV,0,192.0,4,7.64
913,重庆,20-30万,家用,"续航,空间,智能化,价格",35,L6,理想,增程,299800,SUV,130.0,85.0,5,6.94
914,重庆,20-30万,家用,"续航,空间,智能化,价格",36,G6,小鹏,纯电动,236900,SUV,580.0,218.0,6,6.39
915,重庆,20-30万,家用,"续航,空间,智能化,价格",38,P7i,小鹏,纯电动,256900,轿车,706.0,203.0,7,5.9
916,重庆,20-30万,家用,"续航,空间,智能化,价格",41,M5,问界,增程,294800,SUV,200.0,142.0,8,5.32
917,重庆,20-30万,商务,"品牌,价格,动力,空间",3,汉EV,比亚迪,纯电动,274800,轿车,605.0,180.0,1,8.81
918,重庆,20-30万,商务,"品牌,价格,动力,空间",5,海豹,比亚迪,纯电动,229800,轿车,550.0,230.0,2,8.57
919,重庆,20-30万,商务,"品牌,价格,动力,空间",38,P7i,小鹏,纯电动,256900,轿车,706.0,203.0,3,8.17
920,重庆,20-30万,商务,"品牌,价格,动力,空间",47,007,极氪,纯电动,264000,轿车,688.0,229.0,4,7.46
921,重庆,20-30万,商务,"品牌,价格,动力,空间",66,SU7,小米,纯电动,257900,轿车,700.0,220.0,5,7.04
922,重庆,20-30万,商务,"品牌,价格,动力,空间",76,凯美瑞,丰田,燃油,208300,轿车,0,152.0,6,6.65
923,重庆,20-30万,商务,"品牌,价格,动力,空间",80,亚洲龙,丰田,油电混动,239800,轿车,0,131.0,7,6.1
924,重庆,20-30万,商务,"品牌,价格,动力,空间",81,雅阁,本田,油电混动,209800,轿车,0,143.0,8,5.35
925,重庆,20-30万,长途,"品牌,舒适性,性价比,续航",69,YU7,小米,纯电动,289900,SUV,830.0,320.0,1,8.9
926,重庆,20-30万,长途,"品牌,舒适性,性价比,续航",38,P7i,小鹏,纯电动,256900,轿车,706.0,203.0,2,8.51
927,重庆,20-30万,长途,"品牌,舒适性,性价比,续航",66,SU7,小米,纯电动,257900,轿车,700.0,220.0,3,8.0
928,重庆,20-30万,长途,"品牌,舒适性,性价比,续航",47,007,极氪,纯电动,264000,轿车,688.0,229.0,4,7.33
929,重庆,20-30万,长途,"品牌,舒适性,性价比,续航",48,X,极氪,纯电动,219000,SUV,670.0,200.0,5,7.04
930,重庆,20-30万,长途,"品牌,舒适性,性价比,续航",49,X YOU,极氪,纯电动,264000,SUV,670.0,200.0,6,6.47
931,重庆,20-30万,长途,"品牌,舒适性,性价比,续航",42,M5 EV,问界,纯电动,279800,SUV,620.0,165.0,7,6.02
932,重庆,20-30万,长途,"品牌,舒适性,性价比,续航",3,汉EV,比亚迪,纯电动,274800,轿车,605.0,180.0,8,5.58
933,重庆,20-30万,越野,"动力,品牌,舒适性,价格",18,坦克300,长城,燃油,254800,SUV,0,167.0,1,8.95
934,重庆,20-30万,越野,"动力,品牌,舒适性,价格",24,星途揽月,奇瑞,燃油,208900,SUV,0,192.0,2,8.46
935,重庆,20-30万,越野,"动力,品牌,舒适性,价格",35,L6,理想,增程,299800,SUV,130.0,85.0,3,7.99
936,重庆,20-30万,越野,"动力,品牌,舒适性,价格",36,G6,小鹏,纯电动,236900,SUV,580.0,218.0,4,7.62
937,重庆,20-30万,越野,"动力,品牌,舒适性,价格",41,M5,问界,增程,294800,SUV,200.0,142.0,5,7.17
938,重庆,20-30万,越野,"动力,品牌,舒适性,价格",42,M5 EV,问界,纯电动,279800,SUV,620.0,165.0,6,6.42
939,重庆,20-30万,越野,"动力,品牌,舒适性,价格",48,X,极氪,纯电动,219000,SUV,670.0,200.0,7,6.01
940,重庆,20-30万,越野,"动力,品牌,舒适性,价格",49,X YOU,极氪,纯电动,264000,SUV,670.0,200.0,8,5.43
941,重庆,30万以上,通勤,"智能化,品牌,空间,性价比",10,极氪001,吉利,纯电动,319000,轿车,741.0,310.0,1,9.0
942,重庆,30万以上,通勤,"智能化,品牌,空间,性价比",19,坦克500,长城,油电混动,365000,SUV,0,180.0,2,8.6
943,重庆,30万以上,通勤,"智能化,品牌,空间,性价比",26,ET5,蔚来,纯电动,323300,轿车,550.0,300.0,3,8.14
944,重庆,30万以上,通勤,"智能化,品牌,空间,性价比",27,ET7,蔚来,纯电动,497000,轿车,675.0,360.0,4,7.54
945,重庆,30万以上,通勤,"智能化,品牌,空间,性价比",28,ES6,蔚来,纯电动,402000,SUV,625.0,400.0,5,7.02
946,重庆,30万以上,通勤,"智能化,品牌,空间,性价比",29,ES8,蔚来,纯电动,587000,SUV,580.0,400.0,6,6.57
947,重庆,30万以上,通勤,"智能化,品牌,空间,性价比",30,全新蔚来ES6,蔚来,纯电动,402000,SUV,625.0,400.0,7,6.04
948,重庆,30万以上,通勤,"智能化,品牌,空间,性价比",31,L7,理想,增程,349800,SUV,210.0,110.0,8,5.61
949,重庆,30万以上,家用,"动力,空间,性价比,价格",10,极氪001,吉利,纯电动,319000,轿车,741.0,310.0,1,9.08
950,重庆,30万以上,家用,"动力,空间,性价比,价格",19,坦克500,长城,油电混动,365000,SUV,0,180.0,2,8.69
951,重庆,30万以上,家用,"动力,空间,性价比,价格",26,ET5,蔚来,纯电动,323300,轿车,550.0,300.0,3,8.01
952,重庆,30万以上,家用,"动力,空间,性价比,价格",27,ET7,蔚来,纯电动,497000,轿车,675.0,360.0,4,7.55
953,重庆,30万以上,家用,"动力,空间,性价比,价格",28,ES6,蔚来,纯电动,402000,SUV,625.0,400.0,5,6.83
954,重庆,30万以上,家用,"动力,空间,性价比,价格",29,ES8,蔚来,纯电动,587000,SUV,580.0,400.0,6,6.55
955,重庆,30万以上,家用,"动力,空间,性价比,价格",30,全新蔚来ES6,蔚来,纯电动,402000,SUV,625.0,400.0,7,6.17
956,重庆,30万以上,家用,"动力,空间,性价比,价格",31,L7,理想,增程,349800,SUV,210.0,110.0,8,5.65
957,重庆,30万以上,商务,"空间,动力,品牌,续航",10,极氪001,吉利,纯电动,319000,轿车,741.0,310.0,1,9.03
958,重庆,30万以上,商务,"空间,动力,品牌,续航",26,ET5,蔚来,纯电动,323300,轿车,550.0,300.0,2,8.44
959,重庆,30万以上,商务,"空间,动力,品牌,续航",27,ET7,蔚来,纯电动,497000,轿车,675.0,360.0,3,7.92
960,重庆,30万以上,商务,"空间,动力,品牌,续航",34,MEGA,理想,纯电动,579800,MPV,700.0,230.0,4,7.63
961,重庆,30万以上,商务,"空间,动力,品牌,续航",39,X9,小鹏,纯电动,389900,MPV,702.0,230.0,5,7.01
962,重庆,30万以上,商务,"空间,动力,品牌,续航",44,M8,问界,增程,379800,MPV,200.0,140.0,6,6.46
963,重庆,30万以上,商务,"空间,动力,品牌,续航",46,001,极氪,纯电动,319000,轿车,741.0,310.0,7,5.91
964,重庆,30万以上,商务,"空间,动力,品牌,续航",50,001 FR,极氪,纯电动,789000,轿车,550.0,1247.0,8,5.47
965,重庆,30万以上,长途,"空间,品牌,智能化,续航",70,YU7 Pro,小米,纯电动,364900,SUV,830.0,320.0,1,9.12
966,重庆,30万以上,长途,"空间,品牌,智能化,续航",10,极氪001,吉利,纯电动,319000,轿车,741.0,310.0,2,8.58
967,重庆,30万以上,长途,"空间,品牌,智能化,续航",46,001,极氪,纯电动,319000,轿车,741.0,310.0,3,7.88
968,重庆,30万以上,长途,"空间,品牌,智能化,续航",128,Model S,特斯拉,纯电动,853900,轿车,715.0,371.0,4,7.57
969,重庆,30万以上,长途,"空间,品牌,智能化,续航",37,G9,小鹏,纯电动,389900,SUV,702.0,316.0,5,7.09
970,重庆,30万以上,长途,"空间,品牌,智能化,续航",39,X9,小鹏,纯电动,389900,MPV,702.0,230.0,6,6.52
971,重庆,30万以上,长途,"空间,品牌,智能化,续航",34,MEGA,理想,纯电动,579800,MPV,700.0,230.0,7,5.88
972,重庆,30万以上,长途,"空间,品牌,智能化,续航",67,SU7 Max,小米,纯电动,334900,轿车,700.0,425.0,8,5.49
973,重庆,30万以上,越野,"动力,价格,舒适性,性价比",19,坦克500,长城,油电混动,365000,SUV,0,180.0,1,9.06
974,重庆,30万以上,越野,"动力,价格,舒适性,性价比",28,ES6,蔚来,纯电动,402000,SUV,625.0,400.0,2,8.38
975,重庆,30万以上,越野,"动力,价格,舒适性,性价比",29,ES8,蔚来,纯电动,587000,SUV,580.0,400.0,3,8.12
976,重庆,30万以上,越野,"动力,价格,舒适性,性价比",30,全新蔚来ES6,蔚来,纯电动,402000,SUV,625.0,400.0,4,7.63
977,重庆,30万以上,越野,"动力,价格,舒适性,性价比",31,L7,理想,增程,349800,SUV,210.0,110.0,5,6.87
978,重庆,30万以上,越野,"动力,价格,舒适性,性价比",32,L8,理想,增程,369800,SUV,210.0,110.0,6,6.56
979,重庆,30万以上,越野,"动力,价格,舒适性,性价比",33,L9,理想,增程,444800,SUV,210.0,110.0,7,6.0
980,重庆,30万以上,越野,"动力,价格,舒适性,性价比",37,G9,小鹏,纯电动,389900,SUV,702.0,316.0,8,5.4
981,武汉,5-10万,通勤,"性价比,舒适性,动力,智能化",15,逸动PLUS,长安,燃油,92400,轿车,0,118.0,1,8.98
982,武汉,5-10万,通勤,"性价比,舒适性,动力,智能化",58,T03,零跑,纯电动,79800,轿车,403.0,95.0,2,8.44
